,answers,correct,correct_letter,question,question_POS,source,style-pairs_layer-0,style-single_layer-0,style-pairs_layer-1,style-single_layer-1,style-pairs_layer-2,style-single_layer-2,style-pairs_layer-all,style-single_layer-all
213,"[[['architect', 'custodian'], ['n', 'n']], [['composer', 'musician'], ['n', 'n']], [['biographer', 'celebrity'], ['n', 'n']], [['soldier', 'colonel'], ['n', 'n']], [['lawyer', 'judge'], ['n', 'n']]]","[['composer', 'musician'], ['n', 'n']]",b,"['playwright', 'actor']","['n', 'n']",KS type: 20,0,0,1,1,1,1,1,1
214,"[[['report', 'outline'], ['n', 'n']], [['chicken', 'egg'], ['n', 'n']], [['brick', 'wall'], ['n', 'n']], [['soup', 'ladle'], ['n', 'n']], [['conduit', 'cement'], ['n', 'n']]]","[['report', 'outline'], ['n', 'n']]",a,"['building', 'blueprint']","['n', 'n']",KS type: 21,1,1,0,0,0,0,0,0
215,"[[['sneezing', 'allergies'], ['n', 'n']], [['earthquake', 'destruction'], ['n', 'n']], [['water', 'thirst'], ['n', 'n']], [['illness', 'fever'], ['n', 'n']], [['executive', 'agenda'], ['n', 'n']]]","[['water', 'thirst'], ['n', 'n']]",c,"['antiseptic', 'germs']","['n', 'n']",KS type: 22,0,0,0,0,0,0,0,0
216,"[[['sheer', 'cliff'], ['a', 'n']], [['reticent', 'tack'], ['a', 'n']], [['inebriated', 'memory'], ['a', 'n']], [['trite', 'speech'], ['a', 'n']], [['satiated', 'hunger'], ['a', 'n']]]","[['satiated', 'hunger'], ['a', 'n']]",e,"['sluggish', 'energy']","['a', 'n']",KS type: 23,0,0,0,0,0,1,0,0
217,"[[['scholar', 'knowledge'], ['n', 'n']], [['stable', 'horse'], ['n', 'n']], [['factory', 'outlet'], ['n', 'n']], [['laboratory', 'radiation'], ['n', 'n']], [['laser', 'energy'], ['n', 'n']]]","[['stable', 'horse'], ['n', 'n']]",b,"['library', 'book']","['n', 'n']",KS type: 24,0,0,0,0,0,0,0,0
218,"[[['scream', 'shout'], ['v', 'v']], [['labor', 'rest'], ['v', 'v']], [['breathe', 'pant'], ['v', 'v']], [['arrest', 'indict'], ['v', 'v']], [['jeer', 'mock'], ['v', 'v']]]","[['breathe', 'pant'], ['v', 'v']]",c,"['move', 'scurry']","['v', 'v']",KS type: 25,1,1,0,0,1,1,1,1
219,"[[['hydrogen', 'water'], ['n', 'n']], [['rock', 'quarry'], ['n', 'n']], [['wheel', 'bicycle'], ['n', 'n']], [['emerald', 'gem'], ['n', 'n']], [['coral', 'ocean'], ['n', 'n']]]","[['emerald', 'gem'], ['n', 'n']]",d,"['iron', 'metal']","['n', 'n']",KS type: 26,0,0,1,1,1,1,1,1
220,"[[['retreat', 'position'], ['v', 'n']], [['retire', 'pension'], ['v', 'n']], [['voyage', 'suitcase'], ['v', 'n']], [['swindle', 'property'], ['v', 'n']], [['novel', 'old'], ['a', 'a']]]","[['retreat', 'position'], ['v', 'n']]",a,"['emigrate', 'country']","['v', 'n']",KS type: 27,0,0,1,1,0,1,0,1
221,"[[['criminal', 'restitution'], ['a', 'n']], [['insincere', 'dismay'], ['a', 'n']], [['sacred', 'relic'], ['a', 'n']], [['soporific', 'sleep'], ['a', 'n']], [['unethical', 'principles'], ['a', 'n']]]","[['soporific', 'sleep'], ['a', 'n']]",d,"['injurious', 'harm']","['a', 'n']",KS type: 28,0,0,1,1,0,1,0,1
222,"[[['impudent', 'control'], ['a', 'n']], [['daring', 'audacity'], ['a', 'n']], [['parochial', 'scope'], ['a', 'n']], [['objective', 'rage'], ['a', 'n']], [['beguiling', 'disgust'], ['a', 'n']]]","[['daring', 'audacity'], ['a', 'n']]",b,"['omnipotent', 'power']","['a', 'n']",KS type: 29,0,0,0,0,0,0,0,0
223,"[[['deliver', 'speedy'], ['v', 'a']], [['provoke', 'angry'], ['v', 'a']], [['mitigate', 'severe'], ['v', 'a']], [['slander', 'dishonest'], ['v', 'a']], [['assuage', 'commodious'], ['v', 'a']]]","[['mitigate', 'severe'], ['v', 'a']]",c,"['temper', 'extreme']","['v', 'a']",KS type: 30,1,1,1,1,0,0,0,0
224,"[[['eagle', 'bird'], ['n', 'n']], [['impersonation', 'flattery'], ['n', 'n']], [['limerick', 'poem'], ['n', 'n']], [['ballad', 'song'], ['n', 'n']], [['license', 'hunter'], ['n', 'n']]]","[['limerick', 'poem'], ['n', 'n']]",c,"['caricature', 'drawing']","['n', 'n']",KS type: 31,0,0,0,0,1,0,0,0
225,"[[['unnerving', 'irritated'], ['a', 'a']], [['innocuous', 'harmed'], ['a', 'a']], [['irrelevant', 'verified'], ['a', 'a']], [['insolvent', 'dissolved'], ['a', 'a']], [['indelible', 'erased'], ['a', 'a']]]","[['indelible', 'erased'], ['a', 'a']]",e,"['incorrigible', 'reformed']","['a', 'a']",KS type: 32,0,0,0,0,0,0,0,0
226,"[[['plagiarize', 'writing'], ['v', 'n']], [['indemnify', 'damages'], ['v', 'n']], [['indoctrinate', 'institutions'], ['v', 'n']], [['pacify', 'aggression'], ['v', 'n']], [['proselytize', 'religion'], ['v', 'n']]]","[['proselytize', 'religion'], ['v', 'n']]",e,"['propagandize', 'principles']","['v', 'n']",KS type: 33,0,0,0,0,0,0,0,0
227,"[[['strident', 'loneliness'], ['a', 'n']], [['unwitting', 'awareness'], ['a', 'n']], [['impudent', 'regret'], ['a', 'n']], [['omniscient', 'understanding'], ['a', 'n']], [['meritorious', 'esteem'], ['a', 'n']]]","[['meritorious', 'esteem'], ['a', 'n']]",e,"['loathsome', 'contempt']","['a', 'n']",KS type: 34,1,1,0,0,0,0,0,0
228,"[[['invalid', 'healthy'], ['n', 'a']], [['pugilist', 'stubborn'], ['n', 'a']], [['defendant', 'guilty'], ['n', 'a']], [['scholar', 'erudite'], ['n', 'a']], [['sentinel', 'guarded'], ['n', 'a']]]","[['invalid', 'healthy'], ['n', 'a']]",a,"['neophyte', 'experienced']","['n', 'a']",KS type: 35,0,0,0,0,0,0,0,0
229,"[[['indifferent', 'averse'], ['a', 'a']], [['stubborn', 'obdurate'], ['a', 'a']], [['morose', 'slothful'], ['a', 'a']], [['unequivocal', 'skeptical'], ['a', 'a']], [['angry', 'passive'], ['a', 'a']]]","[['stubborn', 'obdurate'], ['a', 'a']]",b,"['hostile', 'bellicose']","['a', 'a']",KS type: 36,0,0,1,0,1,1,1,0
230,"[[['train', 'caboose'], ['n', 'n']], [['car', 'tires'], ['n', 'n']], [['freighter', 'cargo'], ['n', 'n']], [['plane', 'pilot'], ['n', 'n']], [['yacht', 'owner'], ['n', 'n']]]","[['freighter', 'cargo'], ['n', 'n']]",c,"['bus', 'passengers']","['n', 'n']",KS type: 37,0,0,0,0,0,0,0,0
231,"[[['scuff', 'furniture'], ['v', 'n']], [['donate', 'tree'], ['v', 'n']], [['ice', 'cake'], ['v', 'n']], [['injure', 'gun'], ['v', 'n']], [['chortle', 'laugh'], ['v', 'n']]]","[['ice', 'cake'], ['v', 'n']]",c,"['glaze', 'pottery']","['v', 'n']",KS type: 38,0,0,0,0,0,0,0,0
232,"[[['cut', 'scissors'], ['v', 'n']], [['deliver', 'box'], ['v', 'n']], [['polish', 'wax'], ['v', 'n']], [['sand', 'wood'], ['v', 'n']], [['tarnish', 'silver'], ['v', 'n']]]","[['sand', 'wood'], ['v', 'n']]",d,"['burnish', 'metal']","['v', 'n']",KS type: 39,0,0,0,0,0,0,0,0
233,"[[['haven', 'refuge'], ['n', 'n']], [['waterfall', 'revelation'], ['n', 'n']], [['prison', 'interrogation'], ['n', 'n']], [['church', 'diversity'], ['n', 'n']], [['memorial', 'architecture'], ['n', 'n']]]","[['haven', 'refuge'], ['n', 'n']]",a,"['promontory', 'view']","['n', 'n']",KS type: 40,0,0,0,0,0,0,0,0
234,"[[['fracture', 'bones'], ['n', 'n']], [['divorce', 'marriages'], ['n', 'n']], [['coalition', 'factions'], ['n', 'n']], [['car', 'payments'], ['n', 'n']], [['convention', 'speeches'], ['n', 'n']]]","[['coalition', 'factions'], ['n', 'n']]",c,"['amalgam', 'metals']","['n', 'n']",KS type: 41,0,0,1,0,0,0,0,0
235,"[[['synopsis', 'avoid'], ['n', 'v']], [['application', 'file'], ['n', 'v']], [['obscenity', 'censor'], ['n', 'v']], [['conciliation', 'appease'], ['n', 'v']], [['reiteration', 'say'], ['n', 'v']]]","[['obscenity', 'censor'], ['n', 'v']]",c,"['verification', 'confirm']","['n', 'v']",KS type: 42,0,0,0,0,0,0,0,0
236,"[[['artist', 'canvas'], ['n', 'n']], [['administrator', 'personnel'], ['n', 'n']], [['teller', 'window'], ['n', 'n']], [['teacher', 'information'], ['n', 'n']], [['nurse', 'hospital'], ['n', 'n']]]","[['nurse', 'hospital'], ['n', 'n']]",e,"['mechanical', 'garage']","['a', 'n']",KS type: 43,0,0,1,1,1,1,1,1
237,"[[['syrup', 'candy'], ['n', 'n']], [['lint', 'clothes'], ['n', 'n']], [['blood', 'mammal'], ['n', 'n']], [['mold', 'bread'], ['n', 'n']], [['fertilizer', 'plant'], ['n', 'n']]]","[['blood', 'mammal'], ['n', 'n']]",c,"['sap', 'tree']","['n', 'n']",KS type: 44,0,0,0,1,0,1,0,1
238,"[[['withdraw', 'offer'], ['v', 'n']], [['amend', 'agreement'], ['v', 'n']], [['reconcile', 'amends'], ['v', 'n']], [['demote', 'employee'], ['v', 'n']], [['renovate', 'house'], ['v', 'n']]]","[['withdraw', 'offer'], ['v', 'n']]",a,"['repeal', 'law']","['v', 'n']",KS type: 45,0,0,0,0,0,0,0,0
239,"[[['aria', 'opera'], ['n', 'n']], [['trailer', 'movie'], ['n', 'n']], [['afterword', 'book'], ['n', 'n']], [['act', 'scene'], ['n', 'n']], [['comedy', 'drama'], ['n', 'n']]]","[['afterword', 'book'], ['n', 'n']]",c,"['epilogue', 'play']","['n', 'n']",KS type: 46,1,1,1,1,1,1,1,1
240,"[[['settlement', 'lawyer'], ['n', 'n']], [['embezzlement', 'employer'], ['n', 'n']], [['justice', 'honor'], ['n', 'n']], [['hospitality', 'generosity'], ['n', 'n']], [['chagrin', 'mistake'], ['n', 'n']]]","[['embezzlement', 'employer'], ['n', 'n']]",b,"['treason', 'country']","['n', 'n']",KS type: 47,1,1,1,1,1,1,1,1
241,"[[['whole', 'sample'], ['n', 'n']], [['agent', 'manager'], ['n', 'n']], [['lobbyist', 'senator'], ['n', 'n']], [['pitch', 'salesman'], ['n', 'n']], [['minority', 'majority'], ['n', 'n']]]","[['whole', 'sample'], ['n', 'n']]",a,"['territory', 'delegate']","['n', 'n']",KS type: 48,0,0,1,1,1,1,0,0
242,"[[['morose', 'behavior'], ['a', 'n']], [['injurious', 'prying'], ['a', 'n']], [['ingenuous', 'innocence'], ['a', 'n']], [['pernicious', 'damage'], ['a', 'n']], [['laconic', 'speech'], ['a', 'n']]]","[['ingenuous', 'innocence'], ['a', 'n']]",c,"['inquisitorial', 'curiosity']","['a', 'n']",KS type: 49,0,0,0,0,1,0,1,0
243,"[[['fluid', 'changed'], ['a', 'a']], [['vague', 'truncated'], ['a', 'a']], [['virtuous', 'bribed'], ['a', 'a']], [['witty', 'amused'], ['a', 'a']], [['divergent', 'exploited'], ['a', 'a']]]","[['fluid', 'changed'], ['a', 'a']]",a,"['vulnerable', 'hurt']","['a', 'a']",KS type: 50,0,0,0,0,0,0,0,0
244,"[[['conflagration', 'fire'], ['n', 'n']], [['preamble', 'introduction'], ['n', 'n']], [['indifferent', 'interest'], ['a', 'n']], [['colt', 'horse'], ['n', 'n']], [['pseudonym', 'name'], ['n', 'n']]]","[['pseudonym', 'name'], ['n', 'n']]",e,"['prevarication', 'statement']","['n', 'n']",KS type: 51,0,0,0,0,0,0,0,0
245,"[[['laminate', 'layer'], ['v', 'n']], [['inhibit', 'idea'], ['v', 'n']], [['expedite', 'mail'], ['v', 'n']], [['invoke', 'deity'], ['v', 'n']], [['abridge', 'book'], ['v', 'n']]]","[['abridge', 'book'], ['v', 'n']]",e,"['abbreviation', 'word']","['n', 'n']",KS type: 52,0,0,1,1,1,1,1,1
246,"[[['contrite', 'happy'], ['a', 'a']], [['curt', 'expansive'], ['a', 'a']], [['voracious', 'hungry'], ['a', 'a']], [['dissonant', 'emotive'], ['a', 'a']], [['ephemeral', 'exorbitant'], ['a', 'a']]]","[['voracious', 'hungry'], ['a', 'a']]",c,"['patent', 'obvious']","['a', 'a']",KS type: 53,0,0,0,0,0,0,0,0
247,"[[['rate', 'prevalent'], ['n', 'a']], [['essential', 'imperative'], ['a', 'a']], [['sealed', 'hermetic'], ['a', 'a']], [['spontaneous', 'combustive'], ['a', 'a']], [['judicious', 'minimal'], ['a', 'a']]]","[['rate', 'prevalent'], ['n', 'a']]",a,"['mundane', 'novel']","['a', 'a']",KS type: 54,0,0,0,0,0,0,0,0
248,"[[['explain', 'enigmatic'], ['v', 'a']], [['discard', 'useless'], ['v', 'a']], [['exude', 'flamboyant'], ['v', 'a']], [['concur', 'sycophantic'], ['v', 'a']], [['tremble', 'jocular'], ['v', 'a']]]","[['concur', 'sycophantic'], ['v', 'a']]",d,"['criticize', 'censorious']","['v', 'a']",KS type: 55,0,0,0,0,0,0,0,0
249,"[[['lively', 'energy'], ['a', 'n']], [['hostile', 'enemy'], ['a', 'n']], [['hoarse', 'speech'], ['a', 'n']], [['fractured', 'cast'], ['a', 'n']], [['walk', 'transportation'], ['v', 'n']]]","[['hoarse', 'speech'], ['a', 'n']]",c,"['lame', 'mobility']","['a', 'n']",KS type: 56,0,0,0,0,0,0,0,0
250,"[[['discrepancy', 'account'], ['n', 'n']], [['empathy', 'feeling'], ['n', 'n']], [['plan', 'organization'], ['n', 'n']], [['apathy', 'caring'], ['n', 'n']], [['homely', 'household'], ['a', 'n']]]","[['apathy', 'caring'], ['n', 'n']]",d,"['bankruptcy', 'money']","['n', 'n']",KS type: 57,0,0,0,0,0,0,0,0
251,"[[['quibble', 'objection'], ['n', 'n']], [['gravel', 'sand'], ['n', 'n']], [['mountain', 'hill'], ['n', 'n']], [['wood', 'splinter'], ['n', 'n']], [['radio', 'television'], ['n', 'n']]]","[['quibble', 'objection'], ['n', 'n']]",a,"['asteroid', 'planet']","['n', 'n']",KS type: 58,0,0,0,0,0,0,0,0
252,"[[['umbrella', 'clouds'], ['n', 'n']], [['engine', 'automobile'], ['n', 'n']], [['license', 'fishing'], ['n', 'n']], [['alarm', 'valuable'], ['n', 'a']], [['helmet', 'injury'], ['n', 'n']]]","[['helmet', 'injury'], ['n', 'n']]",e,"['embargo', 'trade']","['n', 'n']",KS type: 59,0,0,0,0,0,0,0,0
253,"[[['digestion', 'snack'], ['n', 'n']], [['revision', 'story'], ['n', 'n']], [['irrigation', 'crop'], ['n', 'n']], [['cooking', 'apron'], ['n', 'n']], [['detection', 'gun'], ['n', 'n']]]","[['revision', 'story'], ['n', 'n']]",b,"['alteration', 'suit']","['n', 'n']",KS type: 60,1,1,1,1,1,1,1,1
254,"[[['pristine', 'grace'], ['a', 'n']], [['skeptical', 'doubt'], ['a', 'n']], [['tainted', 'honor'], ['a', 'n']], [['stringent', 'suggestions'], ['a', 'n']], [['wary', 'risks'], ['a', 'n']]]","[['skeptical', 'doubt'], ['a', 'n']]",b,"['resolute', 'determination']","['a', 'n']",KS type: 61,0,0,0,0,0,0,0,0
255,"[[['incomprehensible', 'story'], ['a', 'n']], [['imperceptible', 'microscope'], ['a', 'n']], [['inadvertent', 'telescope'], ['a', 'n']], [['heat', 'radiator'], ['n', 'n']], [['unknown', 'mystery'], ['a', 'n']]]","[['imperceptible', 'microscope'], ['a', 'n']]",b,"['inaudible', 'amplifier']","['a', 'n']",KS type: 62,1,1,1,1,1,1,1,1
256,"[[['lament', 'woe'], ['v', 'n']], [['hibernate', 'winter'], ['v', 'n']], [['extricate', 'entanglements'], ['v', 'n']], [['digress', 'angst'], ['v', 'n']], [['emulate', 'egotism'], ['v', 'n']]]","[['lament', 'woe'], ['v', 'n']]",a,"['vacillate', 'indecision']","['v', 'n']",KS type: 63,0,0,0,0,0,0,0,0
257,"[[['collage', 'art'], ['n', 'n']], [['melody', 'music'], ['n', 'n']], [['bandage', 'medicine'], ['n', 'n']], [['school', 'philosophy'], ['n', 'n']], [['sequel', 'film'], ['n', 'n']]]","[['collage', 'art'], ['n', 'n']]",a,"['pastiche', 'writing']","['n', 'n']",KS type: 64,0,0,0,0,0,0,0,0
258,"[[['feathered', 'vulture'], ['a', 'n']], [['bovine', 'pasture'], ['a', 'n']], [['infantile', 'child'], ['a', 'n']], [['carnivorous', 'plant'], ['a', 'n']], [['wizened', 'wisdom'], ['a', 'n']]]","[['infantile', 'child'], ['a', 'n']]",c,"['simian', 'ape']","['a', 'n']",KS type: 65,0,0,0,0,0,0,0,0
259,"[[['snow', 'avalanche'], ['n', 'n']], [['rain', 'deluge'], ['n', 'n']], [['immunization', 'disease'], ['n', 'n']], [['zenith', 'view'], ['n', 'n']], [['buttress', 'building'], ['n', 'n']]]","[['immunization', 'disease'], ['n', 'n']]",c,"['levee', 'flood']","['n', 'n']",KS type: 66,0,0,0,0,0,0,0,0
260,"[[['catharsis', 'epiphanies'], ['n', 'n']], [['sterilization', 'ailments'], ['n', 'n']], [['salvation', 'prayers'], ['n', 'n']], [['disinfection', 'bacteria'], ['n', 'n']], [['inattention', 'details'], ['n', 'n']]]","[['disinfection', 'bacteria'], ['n', 'n']]",d,"['purgation', 'impurities']","['n', 'n']",KS type: 67,1,1,0,0,0,0,0,0
261,"[[['acrobat', 'net'], ['n', 'n']], [['doctor', 'nurse'], ['n', 'n']], [['mercenary', 'money'], ['n', 'n']], [['professor', 'knowledge'], ['n', 'n']], [['opportunist', 'advantage'], ['n', 'n']]]","[['professor', 'knowledge'], ['n', 'n']]",d,"['philanthropist', 'largesse']","['n', 'n']",KS type: 68,1,1,1,1,1,1,1,1
262,"[[['storm', 'hail'], ['n', 'n']], [['drop', 'rain'], ['n', 'n']], [['field', 'wheat'], ['n', 'n']], [['stack', 'hay'], ['n', 'n']], [['cloud', 'sky'], ['n', 'n']]]","[['drop', 'rain'], ['n', 'n']]",b,"['flake', 'snow']","['n', 'n']","ML: Kaplan, sample",1,1,1,1,1,1,1,1
263,"[[['egg', 'crack'], ['n', 'n']], [['carrot', 'uproot'], ['n', 'n']], [['apple', 'core'], ['n', 'n']], [['bread', 'slice'], ['n', 'n']], [['corn', 'husk'], ['n', 'n']]]","[['corn', 'husk'], ['n', 'n']]",e,"['banana', 'peel']","['n', 'n']","ML: Kaplan, adjustment sample",0,0,1,0,0,0,1,0
264,"[[['bird', 'sky'], ['n', 'n']], [['fish', 'sea'], ['n', 'n']], [['star', 'galaxy'], ['n', 'n']], [['mammal', 'land'], ['n', 'n']], [['lake', 'river'], ['n', 'n']]]","[['star', 'galaxy'], ['n', 'n']]",c,"['tree', 'forest']","['n', 'n']","ML: Kaplan, practice set 1 (1)",0,0,0,0,0,0,0,0
265,"[[['cat', 'dog'], ['n', 'n']], [['shark', 'fish'], ['n', 'n']], [['worm', 'snake'], ['n', 'n']], [['lion', 'tiger'], ['n', 'n']], [['ewe', 'sheep'], ['n', 'n']]]","[['ewe', 'sheep'], ['n', 'n']]",e,"['mare', 'horse']","['n', 'n']","ML: Kaplan, practice set 1 (2)",0,0,0,0,0,0,0,0
266,"[[['reckoning', 'probabilities'], ['n', 'n']], [['truce', 'belligerents'], ['n', 'n']], [['artillery', 'tanks'], ['n', 'n']], [['campaign', 'strategies'], ['n', 'n']], [['adjournment', 'proceedings'], ['n', 'n']]]","[['adjournment', 'proceedings'], ['n', 'n']]",e,"['armistice', 'hostilities']","['n', 'n']","ML: Kaplan, practice set 1 (3)  (PDT: ""cease-fire"" --> ""armistice"")",0,0,0,1,0,1,0,1
267,"[[['perennial', 'plants'], ['a', 'n']], [['morbid', 'cemeteries'], ['a', 'n']], [['emotional', 'feelings'], ['a', 'n']], [['moral', 'stories'], ['a', 'n']], [['maniacal', 'men'], ['a', 'n']]]","[['emotional', 'feelings'], ['a', 'n']]",c,"['floral', 'flowers']","['a', 'n']","ML: Kaplan, practice set 1 (4)",0,0,1,1,1,0,1,0
268,"[[['quarantine', 'patient'], ['v', 'n']], [['cloister', 'convent'], ['v', 'n']], [['parole', 'prisoner'], ['v', 'n']], [['graduate', 'pupil'], ['v', 'n']], [['elect', 'mayor'], ['v', 'n']]]","[['quarantine', 'patient'], ['v', 'n']]",a,"['sequester', 'juror']","['v', 'n']","ML: Kaplan, practice set 1 (5)",1,1,1,1,1,1,1,1
269,"[[['glut', 'prosperous'], ['n', 'a']], [['system', 'organized'], ['n', 'a']], [['answer', 'questioning'], ['n', 'a']], [['ration', 'scarce'], ['n', 'a']], [['intent', 'clear'], ['n', 'a']]]","[['system', 'organized'], ['n', 'a']]",b,"['void', 'empty']","['n', 'a']","ML: Kaplan, practice set 1 (6)",1,1,0,0,0,1,0,1
270,"[[['leave', 'inviting'], ['v', 'a']], [['enliven', 'animated'], ['v', 'a']], [['flatten', 'smooth'], ['v', 'a']], [['boast', 'modest'], ['v', 'a']], [['assist', 'helpful'], ['v', 'a']]]","[['boast', 'modest'], ['v', 'a']]",d,"['evade', 'straightforward']","['v', 'a']","ML: Kaplan, practice set 1 (7)",1,1,0,0,1,1,1,1
271,"[[['cloudy', 'warmth'], ['a', 'n']], [['innate', 'capability'], ['a', 'n']], [['worthy', 'heroism'], ['a', 'n']], [['placid', 'calmness'], ['a', 'n']], [['solid', 'order'], ['a', 'n']]]","[['placid', 'calmness'], ['a', 'n']]",d,"['fickle', 'inconsistency']","['a', 'n']","ML: Kaplan, practice set 1 (8)",1,1,1,1,1,1,1,1
272,"[[['tempestuous', 'explode'], ['a', 'v']], [['unready', 'prepare'], ['a', 'v']], [['superstitious', 'believe'], ['a', 'v']], [['unfeasible', 'originate'], ['a', 'v']], [['fortuitous', 'plan'], ['a', 'v']]]","[['unready', 'prepare'], ['a', 'v']]",b,"['immature', 'develop']","['a', 'v']","ML: Kaplan, practice set 1 (9)",0,0,0,0,0,1,0,1
273,"[[['fertile', 'fecundity'], ['a', 'n']], [['presumptuous', 'deviation'], ['a', 'n']], [['miserable', 'tragedy'], ['a', 'n']], [['appealing', 'delineation'], ['a', 'n']], [['destructive', 'progress'], ['a', 'n']]]","[['fertile', 'fecundity'], ['a', 'n']]",a,"['indolent', 'sloth']","['a', 'n']","ML: Kaplan, practice set 1 (10)",0,0,0,0,0,0,0,0
274,"[[['restore', 'furniture'], ['v', 'n']], [['cleanse', 'alcohol'], ['v', 'n']], [['cure', 'illness'], ['v', 'n']], [['revive', 'faint'], ['v', 'n']], [['hospitalize', 'patient'], ['v', 'n']]]","[['revive', 'faint'], ['v', 'n']]",d,"['recuperate', 'surgery']","['v', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
275,"[[['secret', 'confidant'], ['n', 'n']], [['palette', 'painter'], ['n', 'n']], [['cell', 'prisoner'], ['n', 'n']], [['draft', 'writer'], ['n', 'n']], [['chisel', 'sculptor'], ['n', 'n']]]","[['draft', 'writer'], ['n', 'n']]",d,"['sketch', 'artist']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
276,"[[['beware', 'danger'], ['v', 'n']], [['rush', 'patience'], ['v', 'n']], [['enjoy', 'pleasure'], ['v', 'n']], [['suppress', 'rage'], ['v', 'n']], [['sleep', 'insomnia'], ['v', 'n']]]","[['enjoy', 'pleasure'], ['v', 'n']]",c,"['yearn', 'longing']","['v', 'n']",190 FROM REAL SATs,0,0,1,0,1,0,1,0
277,"[[['goods', 'warehouse'], ['n', 'n']], [['customers', 'store'], ['n', 'n']], [['stevedores', 'ship'], ['n', 'n']], [['engine', 'train'], ['n', 'n']], [['passengers', 'bus'], ['n', 'n']]]","[['passengers', 'bus'], ['n', 'n']]",e,"['freight', 'truck']","['n', 'n']",190 FROM REAL SATs,1,1,1,1,1,1,1,1
278,"[[['allege', 'deny'], ['v', 'v']], [['halt', 'traverse'], ['v', 'v']], [['purchase', 'rent'], ['v', 'v']], [['study', 'learn'], ['v', 'v']], [['browse', 'read'], ['v', 'v']]]","[['browse', 'read'], ['v', 'v']]",e,"['chat', 'converse']","['v', 'v']",190 FROM REAL SATs,0,0,1,1,1,1,1,1
279,"[[['medley', 'songs'], ['n', 'n']], [['book', 'volumes'], ['n', 'n']], [['survey', 'lands'], ['n', 'n']], [['collection', 'lists'], ['n', 'n']], [['assembly', 'bills'], ['n', 'n']]]","[['medley', 'songs'], ['n', 'n']]",a,"['collage', 'images']","['n', 'n']",190 FROM REAL SATs,0,0,0,1,0,1,0,1
280,"[[['dislike', 'hypocrisy'], ['v', 'n']], [['pretend', 'imagination'], ['v', 'n']], [['annoy', 'irritation'], ['v', 'n']], [['suspect', 'illegality'], ['v', 'n']], [['demolish', 'renovation'], ['v', 'n']]]","[['annoy', 'irritation'], ['v', 'n']]",c,"['abash', 'embarrassment']","['v', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
281,"[[['vegetarian', 'plants'], ['a', 'n']], [['predatory', 'animal'], ['a', 'n']], [['nocturnal', 'day'], ['a', 'n']], [['arid', 'desert'], ['a', 'n']], [['aquatic', 'water'], ['a', 'n']]]","[['aquatic', 'water'], ['a', 'n']]",e,"['terrestrial', 'land']","['a', 'n']",190 FROM REAL SATs,0,0,1,1,1,1,1,1
282,"[[['dispute', 'arbiter'], ['n', 'n']], [['poll', 'contestant'], ['n', 'n']], [['championship', 'spectator'], ['n', 'n']], [['conference', 'speaker'], ['n', 'n']], [['match', 'competitor'], ['n', 'n']]]","[['dispute', 'arbiter'], ['n', 'n']]",a,"['trial', 'jury']","['n', 'n']",190 FROM REAL SATs,0,0,1,0,0,0,1,0
283,"[[['birthday', 'cake'], ['n', 'n']], [['coronation', 'reign'], ['n', 'n']], [['graduation', 'diploma'], ['n', 'n']], [['promotion', 'job'], ['n', 'n']], [['decoration', 'bravery'], ['n', 'n']]]","[['coronation', 'reign'], ['n', 'n']]",b,"['wedding', 'marriage']","['n', 'n']",190 FROM REAL SATs,1,1,1,1,1,1,1,1
284,"[[['utter', 'apology'], ['v', 'n']], [['exploit', 'weakness'], ['v', 'n']], [['mollify', 'anger'], ['v', 'n']], [['squander', 'opportunity'], ['v', 'n']], [['emulate', 'achievement'], ['v', 'n']]]","[['mollify', 'anger'], ['v', 'n']]",c,"['salve', 'wound']","['v', 'n']",190 FROM REAL SATs,1,1,1,1,1,1,1,1
285,"[[['astronaut', 'capsule'], ['n', 'n']], [['perfectionist', 'frustration'], ['n', 'n']], [['consumer', 'impulse'], ['n', 'n']], [['opportunist', 'advantage'], ['n', 'n']], [['director', 'stage'], ['n', 'n']]]","[['opportunist', 'advantage'], ['n', 'n']]",d,"['refugee', 'asylum']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
286,"[[['nip', 'maturation'], ['v', 'n']], [['insure', 'disaster'], ['v', 'n']], [['rearrange', 'order'], ['v', 'n']], [['intensify', 'endurance'], ['v', 'n']], [['reciprocate', 'interchange'], ['v', 'n']]]","[['nip', 'maturation'], ['v', 'n']]",a,"['mystify', 'understanding']","['v', 'n']",190 FROM REAL SATs,1,1,1,1,0,0,0,0
287,"[[['musician', 'orchestra'], ['n', 'n']], [['singer', 'song'], ['n', 'n']], [['lecturer', 'class'], ['n', 'n']], [['congregation', 'church'], ['n', 'n']], [['proofreader', 'text'], ['n', 'n']]]","[['musician', 'orchestra'], ['n', 'n']]",a,"['actor', 'cast']","['n', 'n']",190 FROM REAL SATs,0,0,0,1,0,0,0,0
